price,title,rating,Marque,Système d'exploitation,Ecran,Connexions,Distance focale,Disponibilité des pièces détachées,Mises à jour logicielles garanties jusqu’à
00,SAMSUNG - Televiseurs led de plus 65 pouces SAMSUNG QE85Q80B - QE85Q80B,"4,5",‎Samsung,‎Tizen,‎85,‎USB Bluetooth,"‎Optique, USB, Ethernet, HDMI",‎Information indisponible sur les pièces détachées,‎Information non disponible
37900,Hisense 55A6BG,"4,1",‎Hisense,‎Noir,‎54.6 Pouces,‎Auxiliaire Wi-Fi,‎Auxiliaire,‎Télévision,‎Constructeur,‎Information indisponible sur les pièces détachées,‎Information non disponible
81040,TCL 65C735 65' 4K Ultra HD 144 Hz avec Google TV et Game Master Pro 2022,"4,2",‎TCL,‎65 Pouces,‎USB Bluetooth,‎Information indisponible sur les pièces détachées,‎Information non disponible
